150 Inflation Regency/Municipality (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Consumer Price Index of Health Group and Sub (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAB KERINCI,102.49,102.38,102.97,103.6,103.73,103.73,103.52,103.52,103.52,103.52,103.52,103.52,-,102,101.72,103.25,103.39,103.75,103.75,103.19,103.19,103.19,103.19,103.19,103.19,-,104.51,104.51,104.51,106,106,106,106,106,106,106,106,106,-,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MUARA BUNGO,105.71,105.84,105.84,105.89,105.89,105.89,105.89,105.87,105.87,105.87,105.83,105.83,-,109.42,109.83,109.83,109.97,109.97,109.97,109.97,109.93,109.93,109.93,109.8,109.8,-,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,-,103.93,103.93,103.93,103.93,103.93,103.93,103.93,103.93,103.93,103.93,103.93,103.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA JAMBI,99.67,99.84,99.58,99.69,99.77,100.1,100.19,100.47,99.9,99.76,99.77,99.79,-,99.31,99.66,99.12,99.35,99.52,100.21,100.39,100.98,99.79,99.5,99.52,99.56,-,100,100,100,100,100,100,100,100,100,100,100,100,-,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB OGAN KOMERING ILIR,105.81,105.81,105.81,105.81,105.83,105.97,106.12,105.98,105.71,105.71,105.71,105.71,-,106.71,106.71,106.71,106.71,106.77,107.09,107.45,107.11,106.48,106.48,106.48,106.48,-,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,-,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB MUARA ENIM,103.3,103.3,103.46,103.65,103.54,103.49,103.66,104.01,104.03,104.03,104.03,104.03,-,104.94,104.94,105.34,105.82,105.53,105.41,105.83,106.57,106.61,106.61,106.61,106.61,-,103.13,103.13,103.13,103.13,103.13,103.13,103.13,103.25,103.25,103.25,103.25,103.25,-,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA PALEMBANG,103.03,103.13,103.38,103.35,103.32,103.73,103.74,103.73,103.91,103.82,103.88,103.87,-,104.13,104.32,104.8,104.75,104.68,105.48,105.5,105.48,105.83,105.66,105.63,105.53,-,100.35,100.35,100.35,100.35,100.35,100.35,100.35,100.35,100.35,100.35,100.35,100.43,-,100,100,100,100,100,100,100,100,100,100,100,100,-,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,111.13,112.22,112.38,-
KOTA LUBUK LINGGAU,103.64,103.63,103.71,103.71,104.11,104.46,104.46,104.56,104.66,104.68,104.81,104.82,-,105.53,105.51,105.69,105.69,106.6,107.08,107.08,107.31,107.54,107.58,107.86,107.88,-,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,-,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,-,111.66,111.66,111.66,111.66,111.66,114.16,114.16,114.16,114.16,114.16,114.16,114.16,-
KAB MUKO MUKO,106.15,106.15,106.15,106.15,106.15,106.15,106.15,106.15,106.15,106.71,106.71,106.71,-,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,117.3,117.3,117.3,-,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,-,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA BENGKULU,106.21,106.25,107.3,106.85,106.96,107.02,107.01,107.01,107.16,107.09,107.55,107.34,-,105.9,106,106.13,105.03,105.29,105.42,105.39,105.39,105.76,105.6,106.72,106.2,-,108.25,108.25,108.25,108.25,108.25,108.29,108.29,108.29,108.29,108.29,108.29,108.29,-,105.1,105.1,107.55,107.55,107.55,107.55,107.55,107.55,107.55,107.55,107.55,107.55,-,103.04,103.04,109.49,109.49,109.49,109.49,109.49,109.49,109.49,109.49,109.49,109.49,-
KAB LAMPUNG TIMUR,104.19,104.19,104.19,104.19,104.19,104.49,104.49,104.49,106.3,109.69,111.3,111.3,-,102.82,102.82,102.82,102.82,102.82,103.58,103.58,103.58,106.47,110.59,112.73,112.73,-,106.92,106.92,106.92,106.92,106.92,106.92,106.92,106.92,106.92,106.92,106.92,106.92,-,101.18,101.18,101.18,101.18,101.18,101.18,101.18,101.18,101.18,113.24,118.5,118.5,-,100,100,100,100,100,100,100,100,116.72,116.72,116.72,116.72,-
KAB MESUJI,112.62,112.62,113.23,113.43,113.43,113.43,113.43,113.43,113.43,113.43,113.43,113.43,-,109.35,109.35,111.53,111.53,111.53,111.53,111.53,111.53,111.53,111.53,111.53,111.53,-,127.16,127.16,127.16,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,-,100,100,100,100,100,100,100,100,100,100,100,100,-,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,-
KOTA BANDAR LAMPUNG,105.65,105.99,103.35,105.75,103.29,103.31,103.19,103,101.73,101.98,102.34,102.05,-,107.33,108,102.81,107.51,102.68,102.73,102.5,102.12,99.62,98.44,99.14,98.58,-,101.84,101.84,101.84,101.84,101.84,101.84,101.84,101.84,101.84,104.75,104.75,104.75,-,100,100,100,100,100,100,100,100,100,100,100,100,-,113.53,113.53,113.53,113.53,113.53,113.53,113.53,113.53,113.53,113.53,113.53,113.53,-
KOTA METRO,103.39,103.5,103.48,103.69,104.09,104.09,104.16,103.95,103.67,103.98,104.2,104.68,-,103.38,103.61,103.58,104.04,104.45,104.45,104.6,104.15,103.53,104.2,104.7,104.98,-,105.67,105.67,105.67,105.67,106.31,106.31,106.31,106.31,106.31,106.31,106.31,107.37,-,100,100,100,100,100,100,100,100,100,100,100,100,-,100,100,100,100,100,100,100,100,100,100,100,100,-
TANJUNG PANDAN,101.24,101.41,101.44,101.19,102.07,101.93,101.95,102.07,102.07,102.07,102.12,102.65,-,100.56,100.79,100.85,100.38,100.37,100.09,100.14,100.07,100.07,100.07,100.16,100.48,-,103.15,103.15,103.15,103.15,106.21,106.21,106.21,106.74,106.74,106.74,106.74,107.96,-,100,100,100,100,100,100,100,100,100,100,100,100,-,100.41,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.08,101.08,-
KAB BANGKA BARAT,103.01,103.17,103.17,103.35,103.4,103.02,103.02,102.97,102.97,103.27,103.31,103.31,-,99.79,100.1,100.1,100.1,100.2,99.43,99.43,99.04,99.04,99.64,99.72,99.72,-,110.38,110.38,110.38,111,111,111,111,111.49,111.49,111.49,111.49,111.49,-,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB BELITUNG TIMUR,105.96,105.96,105.96,105.79,106.71,106.74,106.74,106.88,106.8,106.67,106.77,106.76,-,107.61,107.6,107.6,107.16,109.58,109.67,109.67,110.03,109.81,109.48,109.75,109.72,-,118.53,118.53,118.53,118.53,118.53,118.53,118.53,118.53,118.53,118.53,118.53,118.53,-,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA PANGKAL PINANG,112.35,112.14,112.19,112.17,112.09,112.18,112.68,112.89,112.89,112.96,113.55,113.55,-,106.42,106.03,106.13,106.1,105.95,106.11,107,107.4,107.4,107.52,108.58,108.58,-,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,120.13,-,116.51,116.51,116.51,116.51,116.51,116.51,116.51,116.51,116.51,116.51,116.51,116.51,-,126.15,126.15,126.15,126.15,126.15,126.15,126.15,126.15,126.15,126.15,126.15,126.15,-
KAB KARIMUN,110.6,110.6,110.56,110.33,110.36,110.24,110.24,110.39,110.68,110.78,110.9,110.19,-,99.88,99.88,99.81,99.4,99.45,99.25,99.25,99.51,100.02,100.2,100.4,99.16,-,103.04,103.04,103.04,103.04,103.04,103.04,103.04,103.04,103.04,103.04,103.04,103.04,-,175.85,175.85,175.85,175.85,175.85,175.85,175.85,175.85,175.85,175.85,175.85,175.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA BATAM,103.19,103.18,103.19,103.17,103.82,103.92,103.97,104.02,104.8,105.28,105.26,105.23,-,102.51,102.5,102.51,102.47,103.79,104,104.1,104.18,105.77,106.75,106.71,106.65,-,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,-,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,-,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,-
KOTA TANJUNG PINANG,108.37,108.41,108.41,108.38,109.15,109.14,108.8,108.88,108.85,108.85,108.88,108.88,-,103.81,103.87,103.87,103.83,105.06,105.03,104.49,104.62,104.58,104.58,104.63,104.63,-,111,111,111,111,111,111,111,111,111,111,111,111,-,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1,-,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,-
KOTA JAKARTA,104.4,104.47,104.78,104.77,104.92,105.09,105.38,105.38,105.58,105.77,105.97,106.26,-,104.5,104.62,105.24,105.15,105.46,105.8,105.66,105.66,106.03,106.42,106.82,107.4,-,105.71,105.76,105.76,105.94,105.94,105.94,105.94,105.94,105.94,105.94,105.94,105.94,-,103.02,103.02,103.02,103.02,103.02,103.02,104.37,104.37,104.37,104.37,104.37,104.37,-,105.87,105.87,105.87,105.87,105.87,105.87,105.87,105.87,105.97,105.97,105.97,105.97,-
KAB BANDUNG,104.93,105.34,105.34,105.34,105.34,105.34,105.34,105.34,105.34,105.34,105.38,105.38,-,104.1,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.13,105.13,-,106.72,106.72,106.72,106.72,106.72,106.72,106.72,106.72,106.72,106.72,106.72,106.72,-,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB MAJALENGKA,104.68,104.73,104.73,104.73,104.87,104.87,104.87,104.87,104.87,104.87,104.69,104.69,-,109.06,109.02,109.02,109.02,109.46,109.46,109.46,109.46,109.46,109.46,108.9,108.9,-,104.19,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,-,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB SUBANG,105.04,105.04,105.59,105.59,105.59,105.59,105.59,105.59,105.95,105.99,105.99,106.18,-,105.84,105.84,107.05,107.05,107.05,107.05,107.05,107.05,107.86,107.93,107.93,108.36,-,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,-,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA BOGOR,104.88,104.92,104.84,104.76,104.77,105.2,105.2,105.22,105.32,105.51,105.06,105.18,-,107.67,107.79,107.57,107.37,107.39,108.49,108.5,108.56,108.83,109.32,108.14,108.46,-,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,-,100,100,100,100,100,100,100,100,100,100,100,100,-,106.75,106.75,106.75,106.75,106.75,106.75,106.75,106.75,106.75,106.75,106.75,106.75,-
KOTA SUKABUMI,108.54,109.05,109.53,109.7,108.43,108.29,108.52,108.59,108.54,108.59,108.71,109.28,-,109.15,109.27,110.31,110.66,112.76,112.46,112.94,112.94,112.84,112.94,113.2,114.35,-,106.81,108.73,108.73,108.73,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.25,-,110.83,110.83,110.83,110.83,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,-,101.16,101.16,101.16,101.16,101.16,101.16,101.16,102.41,102.41,102.41,102.41,102.41,-
KOTA BANDUNG,107.11,107.16,107.16,108.32,108.4,108.75,109.34,109.86,109.52,109.28,109.37,109.44,-,108.61,108.71,108.72,111.17,111.34,112.1,113.35,114.45,113.73,113.21,113.4,113.56,-,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.06,-,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.55,-,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,-
KOTA CIREBON,102.16,103.03,103.54,103.96,104.45,105.85,105.89,106.07,105.98,107.42,107.51,107.45,-,102.72,102.72,102.84,103.64,104.55,104.49,104.57,104.89,104.74,104.74,104.91,104.73,-,100.32,102.97,103.38,103.38,103.38,108.32,108.32,108.32,108.32,113.27,113.27,113.36,-,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,-,107.35,109.11,115.13,115.13,115.13,115.13,115.13,115.13,115.13,115.13,115.13,115.13,-
KOTA BEKASI,107.97,108.9,108.98,109.03,109,109.01,109.01,108.51,108.51,108.53,108.61,108.6,-,109.16,111.39,111.44,111.56,111.48,111.51,111.51,110.31,110.3,110.35,110.54,110.5,-,108.33,108.33,108.33,108.33,108.33,108.33,108.33,108.39,108.39,108.39,108.39,108.39,-,105.88,105.88,106.03,106.03,106.03,106.03,106.03,106.03,106.03,106.03,106.03,106.03,-,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,-
KOTA DEPOK,104.2,104.27,104.17,104.17,104.52,104.33,104.5,104.05,104.33,104.25,104.3,103.96,-,104.75,104.97,104.67,104.66,105.8,105.17,105.72,104.27,105.17,104.91,105.05,103.94,-,108.69,108.69,108.69,108.69,108.69,108.69,108.69,108.69,108.69,108.69,108.73,108.73,-,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.36,-,100,100,100,100,100,100,100,100,100,100,100,100,-
KOTA TASIKMALAYA,103.87,103.95,103.99,103.99,104.02,104.05,104.06,104.08,104.1,104.11,104.2,104.22,-,105.23,105.44,105.57,105.58,105.6,105.72,105.75,105.81,105.88,105.67,105.97,106.05,-,102.87,102.91,102.91,102.91,102.97,102.97,102.97,102.97,102.97,103.16,103.16,103.16,-,102.76,102.76,102.76,102.76,102.76,102.76,102.76,102.76,102.76,102.76,102.76,102.76,-,107.26,107.26,107.26,107.26,107.26,107.26,107.26,107.26,107.26,107.26,107.26,107.26,-
CILACAP,107.48,107.05,107.22,107.48,107.54,107.63,107.51,107.61,108.2,108.22,108.55,108.53,-,107.23,105.68,106.1,105.99,106.14,105.94,105.65,105.68,106.43,106.46,107.04,106.97,-,109.71,109.71,109.71,110.85,110.85,111.47,111.47,111.77,112.84,112.84,113.24,113.24,-,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,-,109.81,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,-
PURWOKERTO,104.09,104.12,104.25,104.25,104.37,104.39,104.39,104.44,104.57,104.62,104.67,104.78,-,105.87,105.94,105.94,105.95,106.22,106.27,106.29,106.41,106.74,106.89,107.01,107.3,-,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,-,101.85,101.85,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,-,108.58,108.58,108.58,108.58,109,109,109,109,109,109,109,109,-
KAB WONOSOBO,101.81,102.15,102.34,102.34,102.33,102.33,102.33,102.52,103.47,103.55,103.58,103.53,-,103.61,103.63,104.18,104.18,104.14,104.14,104.14,104.14,104.14,104.4,104.51,104.36,-,101.8,102.94,103.05,103.05,103.05,103.05,103.05,103.05,103.05,103.05,103.05,103.05,-,100.62,100.62,100.62,100.62,100.62,100.62,100.62,101.08,103.34,103.34,103.34,103.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-
